-1737222.7926 828054669764.9661 -862915.0897 828055846033.8713 -1542881.1917 -1153593.6286 -1128490.7536 -1717378.8174 -595343.9736
-1736825.8668 827865829833.5514 -862719.1352 827867005830.3800 -1542528.7929 -1153332.6291 -1128232.6511 -1716990.2726 -595204.9027
-781036.6468 372282672636.9604 -387957.7997 372283201477.0567 -693655.2060 -518639.9205 -507354.0376 -772107.1130 -267654.5345
-1617716.0040 771091060709.7661 -803553.2884 771092156061.8750 -1436743.2587 -1074235.2395 -1050859.7278 -1599236.0133 -554389.0349
-1258876.5207 600047338769.2437 -625309.7843 600048191152.2861 -1118041.9355 -835946.4687 -817757.1002 -1244490.2130 -431414.4740
-2214701.5840 1055646810058.7671 -1100089.3381 1055648309627.2919 -1966943.4935 -1470658.9479 -1438658.1595 -2189402.5753 -758981.6018
-1020409.2168 486380946864.9667 -506860.2186 486381637790.4459 -906249.6982 -677592.4005 -662850.6595 -1008741.5058 -349692.9611
-2931233.4219 1397185971067.6753 -1456007.8620 1397187955796.3877 -2603320.4457 -1946471.4044 -1904114.8863 -2897754.6229 -1004539.1179
-1736335.9848 827630053625.1809 -862474.1875 827631229295.3710 -1542086.9248 -1152998.4323 -1127911.7251 -1716493.2403 -595045.6885
-1855679.5048 884516402974.5179 -921754.5760 884517659447.4630 -1648082.2921 -1232250.9289 -1205437.3953 -1834480.0282 -635942.5364
-1138916.9181 542867458323.1018 -565722.9824 542868229480.6229 -1011500.1135 -756286.4705 -739830.8645 -1125899.7522 -390305.0801
-1019311.6786 485856807834.1302 -506311.0425 485857498004.5701 -905275.2874 -676862.8710 -662135.4657 -1007661.9412 -349315.4631
-900137.7556 429052189845.4068 -447114.9181 429052799326.5709 -799434.1529 -597726.0653 -584721.4626 -889847.6726 -308474.8056
-1020099.8600 486233571788.5283 -506703.2272 486234262497.7510 -905978.8389 -677387.8495 -662650.1005 -1008441.9740 -349586.7942
-780946.5829 372239848571.9848 -387913.4010 372240377354.6091 -693575.7399 -518579.2036 -507296.4706 -772016.6385 -267627.4254
-1976065.4353 941898557001.6025 -981559.6688 941899895011.6447 -1754992.2278 -1312185.5680 -1283640.4736 -1953471.2481 -677211.2695
-1020625.2473 486483827710.0558 -506966.2733 486484518785.3882 -906442.5491 -677733.3371 -662992.0647 -1008953.0095 -349772.5930
-1139471.4402 543133448995.6344 -565999.5298 543134220530.5959 -1011997.7574 -756658.8680 -740194.3059 -1126454.1564 -390494.3463
-1617756.8634 771109908621.1990 -803575.4533 771111004011.8086 -1436775.0999 -1074256.9089 -1050886.5251 -1599266.7793 -554412.4187
-1737433.2212 828155036941.7778 -863020.2911 828156213361.9819 -1543067.5816 -1153730.0228 -1128629.1943 -1717582.1629 -595424.4631
-900293.7417 429125974441.4796 -447191.9191 429126584034.0031 -799570.9974 -597825.4645 -584823.0021 -889995.9636 -308534.7528
-781628.8841 372564142060.7130 -388252.7431 372564671318.9622 -694177.4652 -519024.6513 -507740.1391 -772677.8157 -267872.2148
-1020045.3958 486207404694.5566 -506676.0449 486208095369.8311 -905929.8141 -677349.6351 -662615.0610 -1008385.8486 -349572.2139
-662054.0437 315568911215.6973 -328853.3778 315569359500.1906 -587986.1977 -439625.5819 -430065.9856 -654479.6140 -226888.8339
-1378505.4449 657068595502.5414 -684735.4781 657069528901.5995 -1224282.9919 -915379.1872 -895468.4635 -1362740.5327 -472424.2883
-3169408.3234 1510710303736.4985 -1574320.4947 1510712449753.5085 -2814833.8450 -2104616.1109 -2058828.5064 -3133182.2256 -1086180.7634
-1258202.3523 599724767561.5824 -624976.3737 599725619496.3143 -1117437.2346 -835492.2600 -817318.1904 -1243813.9164 -431193.9507
-2332722.9739 1111900078017.3147 -1158712.8622 1111901657499.9441 -2071754.3979 -1549022.4648 -1515321.1973 -2306066.5085 -799438.2147
-1019538.4423 485964151434.8145 -506423.2438 485964841769.5112 -905474.7183 -677007.0519 -662283.6555 -1007876.2863 -349404.3269
-1616294.0332 770410426303.4155 -802845.2847 770411520696.1379 -1435471.2023 -1073279.7163 -1049932.4474 -1597817.8936 -553915.4962
-1378491.5565 657060833676.9667 -684729.4303 657061767074.7064 -1224265.2552 -915363.9698 -895458.4393 -1362716.4377 -472426.7693
-421914.5892 201102281981.0048 -209571.4004 201102567672.6035 -374699.1018 -280152.3801 -274067.6310 -417066.8075 -144600.1405
-662042.9015 315563714834.9375 -328851.4243 315564163119.7241 -587972.8718 -439616.6661 -430059.1657 -654463.6029 -226889.4976
-2454108.1268 1169762129911.2878 -1219009.3604 1169763791593.1118 -2179570.5835 -1629633.7416 -1594179.5358 -2426072.4591 -841038.4636
-1020148.7263 486256283902.8210 -506727.2083 486256974654.5577 -906020.6002 -677414.5438 -662682.8698 -1008482.4796 -349614.6349
-661865.3424 315478639372.5540 -328759.2895 315479087520.9586 -587817.5529 -439502.9950 -429941.0434 -654296.0487 -226815.0447
